구분,연령,피해자 수
강서 살인,남자65세이상,1
강서 살인,미상,0
강서 살인,여자6세이하,0
강서 살인,여자12세이하,0
강서 살인,여자15세이하,0
강서 살인,여자18세이하,0
강서 살인,여자19세,0
강서 살인,여자20세,0
강서 살인,여자30세이하,0
강서 살인,여자40세이하,1
강서 살인,여자50세이하,0
강서 살인,여자60세이하,1
강서 살인,여자64세이하,0
강서 살인,여자65세이상,0
강서 살인,미상,0
강서 폭력,남자6세이하,4
강서 폭력,남자12세이하,3
강서 폭력,남자15세이하,18
강서 폭력,남자18세이하,24
강서 폭력,남자19세,8
강서 폭력,남자20세,16
강서 폭력,남자30세이하,223
강서 폭력,남자40세이하,249
강서 폭력,남자50세이하,245
강서 폭력,남자60세이하,172
강서 폭력,남자64세이하,68
강서 폭력,남자65세이상,142
강서 폭력,미상,4
강서 폭력,여자6세이하,1
강서 폭력,여자12세이하,6
강서 폭력,여자15세이하,13
강서 폭력,여자18세이하,18
강서 폭력,여자19세,7
강서 폭력,여자20세,7
강서 폭력,여자30세이하,164
강서 폭력,여자40세이하,165
강서 폭력,여자50세이하,171
강서 폭력,여자60세이하,126
강서 폭력,여자64세이하,48
강서 폭력,여자65세이상,103
강서 폭력,미상,3
강동 살인,남자6세이하,0
강동 살인,남자12세이하,0
강동 살인,남자15세이하,0
강동 살인,남자18세이하,0
강동 살인,남자19세,0
강동 살인,남자20세,0
강동 살인,남자30세이하,0
강동 살인,남자40세이하,0
강동 살인,남자50세이하,0
강동 살인,남자60세이하,1
강동 살인,남자64세이하,1
강동 살인,남자65세이상,0
강동 살인,미상,0
강동 살인,여자6세이하,0
강동 살인,여자12세이하,0
강동 살인,여자15세이하,0
강동 살인,여자18세이하,0
강동 살인,여자19세,0
강동 살인,여자20세,0
강동 살인,여자30세이하,0
강동 살인,여자40세이하,0
강동 살인,여자50세이하,0
강동 살인,여자60세이하,0
강동 살인,여자64세이하,0
강동 살인,여자65세이상,1
강동 살인,미상,
강동 폭력,남자6세이하,4
강동 폭력,남자12세이하,8
강동 폭력,남자15세이하,24
강동 폭력,남자18세이하,34
강동 폭력,남자19세,9
강동 폭력,남자20세,5
강동 폭력,남자30세이하,138
강동 폭력,남자40세이하,177
강동 폭력,남자50세이하,177
강동 폭력,남자60세이하,166
강동 폭력,남자64세이하,53
강동 폭력,남자65세이상,115
강동 폭력,미상,4
강동 폭력,여자6세이하,1
강동 폭력,여자12세이하,8
강동 폭력,여자15세이하,9
강동 폭력,여자18세이하,9
강동 폭력,여자19세,4
강동 폭력,여자20세,5
강동 폭력,여자30세이하,90
강동 폭력,여자40세이하,102
강동 폭력,여자50세이하,134
강동 폭력,여자60세이하,91
강동 폭력,여자64세이하,57
강동 폭력,여자65세이상,69
강동 폭력,미상,4
종암 살인,남자6세이하,1
종암 살인,남자12세이하,0
종암 살인,남자15세이하,0
종암 살인,남자18세이하,0
종암 살인,남자19세,0
종암 살인,남자20세,0
종암 살인,남자30세이하,0
종암 살인,남자40세이하,0
종암 살인,남자50세이하,0
종암 살인,남자60세이하,0
종암 살인,남자64세이하,0
종암 살인,남자65세이상,0
종암 살인,미상,0
종암 살인,여자6세이하,0
종암 살인,여자12세이하,0
종암 살인,여자15세이하,0
종암 살인,여자18세이하,0
종암 살인,여자19세,0
종암 살인,여자20세,0
종암 살인,여자30세이하,0
종암 살인,여자40세이하,1
종암 살인,여자50세이하,0
종암 살인,여자60세이하,0
종암 살인,여자64세이하,0
종암 살인,여자65세이상,0
종암 살인,미상,0
종암 폭력,남자6세이하,0
종암 폭력,남자12세이하,2
종암 폭력,남자15세이하,6
종암 폭력,남자18세이하,4
종암 폭력,남자19세,5
종암 폭력,남자20세,7
종암 폭력,남자30세이하,37
종암 폭력,남자40세이하,44
종암 폭력,남자50세이하,73
종암 폭력,남자60세이하,67
종암 폭력,남자64세이하,27
종암 폭력,남자65세이상,49
종암 폭력,미상,1
종암 폭력,여자6세이하,0
종암 폭력,여자12세이하,0
종암 폭력,여자15세이하,4
종암 폭력,여자18세이하,1
종암 폭력,여자19세,2
종암 폭력,여자20세,6
종암 폭력,여자30세이하,31
종암 폭력,여자40세이하,34
종암 폭력,여자50세이하,39
종암 폭력,여자60세이하,45
종암 폭력,여자64세이하,26
종암 폭력,여자65세이상,37
종암 폭력,미상,0
구로 살인,남자6세이하,0
구로 살인,남자12세이하,0
구로 살인,남자15세이하,0
구로 살인,남자18세이하,0
구로 살인,남자19세,0
구로 살인,남자20세,0
구로 살인,남자30세이하,1
구로 살인,남자40세이하,1
구로 살인,남자50세이하,2
구로 살인,남자60세이하,1
구로 살인,남자64세이하,0
구로 살인,남자65세이상,0
구로 살인,미상,0
구로 살인,여자6세이하,0
구로 살인,여자12세이하,0
구로 살인,여자15세이하,0
구로 살인,여자18세이하,0
구로 살인,여자19세,0
구로 살인,여자20세,0
구로 살인,여자30세이하,0
구로 살인,여자40세이하,0
구로 살인,여자50세이하,0
구로 살인,여자60세이하,0
구로 살인,여자64세이하,1
구로 살인,여자65세이상,1
구로 살인,미상,0
구로 폭력,남자6세이하,1
구로 폭력,남자12세이하,11
구로 폭력,남자15세이하,8
구로 폭력,남자18세이하,26
구로 폭력,남자19세,11
구로 폭력,남자20세,6
구로 폭력,남자30세이하,152
구로 폭력,남자40세이하,190
구로 폭력,남자50세이하,204
구로 폭력,남자60세이하,203
구로 폭력,남자64세이하,64
구로 폭력,남자65세이상,145
구로 폭력,미상,6
구로 폭력,여자6세이하,1
구로 폭력,여자12세이하,1
구로 폭력,여자15세이하,3
구로 폭력,여자18세이하,9
구로 폭력,여자19세,7
구로 폭력,여자20세,6
구로 폭력,여자30세이하,85
구로 폭력,여자40세이하,109
구로 폭력,여자50세이하,109
구로 폭력,여자60세이하,122
구로 폭력,여자64세이하,36
구로 폭력,여자65세이상,67
구로 폭력,미상,2
서초 살인,남자6세이하,0
서초 살인,남자12세이하,0
서초 살인,남자15세이하,0
서초 살인,남자18세이하,2
서초 살인,남자19세,0
서초 살인,남자20세,0
서초 살인,남자30세이하,0
서초 살인,남자40세이하,0
서초 살인,남자50세이하,3
서초 살인,남자60세이하,2
서초 살인,남자64세이하,0
서초 살인,남자65세이상,0
서초 살인,미상,0
서초 살인,여자6세이하,0
서초 살인,여자12세이하,0
서초 살인,여자15세이하,0
서초 살인,여자18세이하,0
서초 살인,여자19세,0
서초 살인,여자20세,0
서초 살인,여자30세이하,1
서초 살인,여자40세이하,0
서초 살인,여자50세이하,0
서초 살인,여자60세이하,0
서초 살인,여자64세이하,0
서초 살인,여자65세이상,1
서초 살인,미상,0
서초 폭력,남자6세이하,0
서초 폭력,남자12세이하,5
서초 폭력,남자15세이하,12
서초 폭력,남자18세이하,17
서초 폭력,남자19세,6
서초 폭력,남자20세,12
서초 폭력,남자30세이하,200
서초 폭력,남자40세이하,236
서초 폭력,남자50세이하,169
서초 폭력,남자60세이하,136
서초 폭력,남자64세이하,54
서초 폭력,남자65세이상,101
서초 폭력,미상,22
서초 폭력,여자6세이하,2
서초 폭력,여자12세이하,0
서초 폭력,여자15세이하,5
서초 폭력,여자18세이하,5
서초 폭력,여자19세,6
서초 폭력,여자20세,8
서초 폭력,여자30세이하,125
서초 폭력,여자40세이하,96
서초 폭력,여자50세이하,79
서초 폭력,여자60세이하,51
서초 폭력,여자64세이하,25
서초 폭력,여자65세이상,49
서초 폭력,미상,6
양천 살인 ,남자6세이하,0
양천 살인 ,남자12세이하,0
양천 살인 ,남자15세이하,0
양천 살인 ,남자18세이하,0
양천 살인 ,남자19세,0
양천 살인 ,남자20세,0
양천 살인 ,남자30세이하,0
양천 살인 ,남자40세이하,0
양천 살인 ,남자50세이하,1
양천 살인 ,남자60세이하,0
양천 살인 ,남자64세이하,0
양천 살인 ,남자65세이상,0
양천 살인 ,미상,0
양천 살인 ,여자6세이하,0
양천 살인 ,여자12세이하,0
양천 살인 ,여자15세이하,0
양천 살인 ,여자18세이하,0
양천 살인 ,여자19세,0
양천 살인 ,여자20세,0
양천 살인 ,여자30세이하,0
양천 살인 ,여자40세이하,0
양천 살인 ,여자50세이하,0
양천 살인 ,여자60세이하,0
양천 살인 ,여자64세이하,0
양천 살인 ,여자65세이상,3
양천 살인 ,미상,0
양천 폭력,남자6세이하,2
양천 폭력,남자12세이하,11
양천 폭력,남자15세이하,37
양천 폭력,남자18세이하,35
양천 폭력,남자19세,10
양천 폭력,남자20세,5
양천 폭력,남자30세이하,127
양천 폭력,남자40세이하,121
양천 폭력,남자50세이하,147
양천 폭력,남자60세이하,158
양천 폭력,남자64세이하,63
양천 폭력,남자65세이상,111
양천 폭력,미상,5
양천 폭력,여자6세이하,1
양천 폭력,여자12세이하,4
양천 폭력,여자15세이하,16
양천 폭력,여자18세이하,7
양천 폭력,여자19세,5
양천 폭력,여자20세,3
양천 폭력,여자30세이하,88
양천 폭력,여자40세이하,91
양천 폭력,여자50세이하,127
양천 폭력,여자60세이하,85
양천 폭력,여자64세이하,27
양천 폭력,여자65세이상,64
양천 폭력,미상,2
송파 살인,남자6세이하,0
송파 살인,남자12세이하,0
송파 살인,남자15세이하,0
송파 살인,남자18세이하,0
송파 살인,남자19세,0
송파 살인,남자20세,0
송파 살인,남자30세이하,0
송파 살인,남자40세이하,1
송파 살인,남자50세이하,0
송파 살인,남자60세이하,0
송파 살인,남자64세이하,0
송파 살인,남자65세이상,1
송파 살인,미상,0
송파 살인,여자6세이하,0
송파 살인,여자12세이하,0
송파 살인,여자15세이하,0
송파 살인,여자18세이하,0
송파 살인,여자19세,0
송파 살인,여자20세,0
송파 살인,여자30세이하,0
송파 살인,여자40세이하,2
송파 살인,여자50세이하,0
송파 살인,여자60세이하,0
송파 살인,여자64세이하,0
송파 살인,여자65세이상,2
송파 살인,미상,0
송파 폭력,남자6세이하,1
송파 폭력,남자12세이하,7
송파 폭력,남자15세이하,46
송파 폭력,남자18세이하,46
송파 폭력,남자19세,8
송파 폭력,남자20세,11
송파 폭력,남자30세이하,272
송파 폭력,남자40세이하,326
송파 폭력,남자50세이하,270
송파 폭력,남자60세이하,252
송파 폭력,남자64세이하,70
송파 폭력,남자65세이상,147
송파 폭력,미상,4
송파 폭력,여자6세이하,2
송파 폭력,여자12세이하,0
송파 폭력,여자15세이하,16
송파 폭력,여자18세이하,15
송파 폭력,여자19세,8
송파 폭력,여자20세,10
송파 폭력,여자30세이하,174
송파 폭력,여자40세이하,174
송파 폭력,여자50세이하,148
송파 폭력,여자60세이하,150
송파 폭력,여자64세이하,38
송파 폭력,여자65세이상,82
송파 폭력,미상,4
노원 살인,남자6세이하,0
노원 살인,남자12세이하,0
노원 살인,남자15세이하,0
노원 살인,남자18세이하,0
노원 살인,남자19세,0
노원 살인,남자20세,0
노원 살인,남자30세이하,0
노원 살인,남자40세이하,0
노원 살인,남자50세이하,1
노원 살인,남자60세이하,1
노원 살인,남자64세이하,1
노원 살인,남자65세이상,0
노원 살인,미상,0
노원 살인,여자6세이하,0
노원 살인,여자12세이하,0
노원 살인,여자15세이하,0
노원 살인,여자18세이하,0
노원 살인,여자19세,0
노원 살인,여자20세,0
노원 살인,여자30세이하,0
노원 살인,여자40세이하,1
노원 살인,여자50세이하,0
노원 살인,여자60세이하,1
노원 살인,여자64세이하,1
노원 살인,여자65세이상,1
노원 살인,미상,0
노원 폭력,남자6세이하,0
노원 폭력,남자12세이하,3
노원 폭력,남자15세이하,28
노원 폭력,남자18세이하,32
노원 폭력,남자19세,21
노원 폭력,남자20세,3
노원 폭력,남자30세이하,144
노원 폭력,남자40세이하,154
노원 폭력,남자50세이하,147
노원 폭력,남자60세이하,141
노원 폭력,남자64세이하,70
노원 폭력,남자65세이상,141
노원 폭력,미상,2
노원 폭력,여자6세이하,1
노원 폭력,여자12세이하,6
노원 폭력,여자15세이하,17
노원 폭력,여자18세이하,15
노원 폭력,여자19세,6
노원 폭력,여자20세,9
노원 폭력,여자30세이하,87
노원 폭력,여자40세이하,68
노원 폭력,여자50세이하,98
노원 폭력,여자60세이하,103
노원 폭력,여자64세이하,40
노원 폭력,여자65세이상,86
노원 폭력,미상,3
방배 살인,남자6세이하,0
방배 살인,남자12세이하,0
방배 살인,남자15세이하,0
방배 살인,남자18세이하,0
방배 살인,남자19세,0
방배 살인,남자20세,0
방배 살인,남자30세이하,0
방배 살인,남자40세이하,0
방배 살인,남자50세이하,0
방배 살인,남자60세이하,1
방배 살인,남자64세이하,0
방배 살인,남자65세이상,0
방배 살인,미상,0
방배 살인,여자6세이하,0
방배 살인,여자12세이하,0
방배 살인,여자15세이하,0
방배 살인,여자18세이하,0
방배 살인,여자19세,0
방배 살인,여자20세,0
방배 살인,여자30세이하,0
방배 살인,여자40세이하,0
방배 살인,여자50세이하,0
방배 살인,여자60세이하,0
방배 살인,여자64세이하,0
방배 살인,여자65세이상,0
방배 살인,미상,0
방배 폭력,남자6세이하,0
방배 폭력,남자12세이하,1
방배 폭력,남자15세이하,6
방배 폭력,남자18세이하,4
방배 폭력,남자19세,0
방배 폭력,남자20세,1
방배 폭력,남자30세이하,30
방배 폭력,남자40세이하,39
방배 폭력,남자50세이하,54
방배 폭력,남자60세이하,38
방배 폭력,남자64세이하,11
방배 폭력,남자65세이상,25
방배 폭력,미상,0
방배 폭력,여자6세이하,0
방배 폭력,여자12세이하,1
방배 폭력,여자15세이하,2
방배 폭력,여자18세이하,3
방배 폭력,여자19세,1
방배 폭력,여자20세,2
방배 폭력,여자30세이하,23
방배 폭력,여자40세이하,31
방배 폭력,여자50세이하,33
방배 폭력,여자60세이하,35
방배 폭력,여자64세이하,7
방배 폭력,여자65세이상,28
방배 폭력,미상,1
은평 살인,남자6세이하,0
은평 살인,남자12세이하,0
은평 살인,남자15세이하,0
은평 살인,남자18세이하,0
은평 살인,남자19세,0
은평 살인,남자20세,0
은평 살인,남자30세이하,0
은평 살인,남자40세이하,0
은평 살인,남자50세이하,0
은평 살인,남자60세이하,1
은평 살인,남자64세이하,0
은평 살인,남자65세이상,0
은평 살인,미상,0
은평 살인,여자6세이하,0
은평 살인,여자12세이하,0
은평 살인,여자15세이하,0
은평 살인,여자18세이하,0
은평 살인,여자19세,0
은평 살인,여자20세,0
은평 살인,여자30세이하,2
은평 살인,여자40세이하,1
은평 살인,여자50세이하,1
은평 살인,여자60세이하,0
은평 살인,여자64세이하,0
은평 살인,여자65세이상,0
은평 살인,미상,0
은평 폭력,남자6세이하,1
은평 폭력,남자12세이하,2
은평 폭력,남자15세이하,16
은평 폭력,남자18세이하,22
은평 폭력,남자19세,3
은평 폭력,남자20세,4
은평 폭력,남자30세이하,103
은평 폭력,남자40세이하,97
은평 폭력,남자50세이하,92
은평 폭력,남자60세이하,71
은평 폭력,남자64세이하,35
은평 폭력,남자65세이상,50
은평 폭력,미상,2
은평 폭력,여자6세이하,0
은평 폭력,여자12세이하,0
은평 폭력,여자15세이하,3
은평 폭력,여자18세이하,9
은평 폭력,여자19세,3
은평 폭력,여자20세,4
은평 폭력,여자30세이하,50
은평 폭력,여자40세이하,43
은평 폭력,여자50세이하,50
은평 폭력,여자60세이하,68
은평 폭력,여자64세이하,13
은평 폭력,여자65세이상,45
은평 폭력,미상,0
도봉 살인,남자6세이하,0
도봉 살인,남자12세이하,0
도봉 살인,남자15세이하,0
도봉 살인,남자18세이하,0
도봉 살인,남자19세,0
도봉 살인,남자20세,0
도봉 살인,남자30세이하,0
도봉 살인,남자40세이하,0
도봉 살인,남자50세이하,0
도봉 살인,남자60세이하,4
도봉 살인,남자64세이하,3
도봉 살인,남자65세이상,0
도봉 살인,미상,0
도봉 살인,여자6세이하,0
도봉 살인,여자12세이하,0
도봉 살인,여자15세이하,0
도봉 살인,여자18세이하,0
도봉 살인,여자19세,0
도봉 살인,여자20세,0
도봉 살인,여자30세이하,0
도봉 살인,여자40세이하,0
도봉 살인,여자50세이하,0
도봉 살인,여자60세이하,0
도봉 살인,여자64세이하,0
도봉 살인,여자65세이상,0
도봉 살인,미상,0
도봉 폭력,남자6세이하,0
도봉 폭력,남자12세이하,5
도봉 폭력,남자15세이하,12
도봉 폭력,남자18세이하,22
도봉 폭력,남자19세,5
도봉 폭력,남자20세,5
도봉 폭력,남자30세이하,68
도봉 폭력,남자40세이하,79
도봉 폭력,남자50세이하,101
도봉 폭력,남자60세이하,93
도봉 폭력,남자64세이하,46
도봉 폭력,남자65세이상,71
도봉 폭력,미상,0
도봉 폭력,여자6세이하,2
도봉 폭력,여자12세이하,3
도봉 폭력,여자15세이하,3
도봉 폭력,여자18세이하,9
도봉 폭력,여자19세,3
도봉 폭력,여자20세,3
도봉 폭력,여자30세이하,46
도봉 폭력,여자40세이하,58
도봉 폭력,여자50세이하,72
도봉 폭력,여자60세이하,69
도봉 폭력,여자64세이하,30
도봉 폭력,여자65세이상,46
도봉 폭력,미상,0
수서 살인,남자6세이하,0
수서 살인,남자12세이하,0
수서 살인,남자15세이하,0
수서 살인,남자18세이하,0
수서 살인,남자19세,0
수서 살인,남자20세,0
수서 살인,남자30세이하,0
수서 살인,남자40세이하,3
수서 살인,남자50세이하,0
수서 살인,남자60세이하,1
수서 살인,남자64세이하,0
수서 살인,남자65세이상,0
수서 살인,미상,0
수서 살인,여자6세이하,0
수서 살인,여자12세이하,0
수서 살인,여자15세이하,0
수서 살인,여자18세이하,0
수서 살인,여자19세,0
수서 살인,여자20세,0
수서 살인,여자30세이하,1
수서 살인,여자40세이하,1
수서 살인,여자50세이하,0
수서 살인,여자60세이하,1
수서 살인,여자64세이하,1
수서 살인,여자65세이상,0
수서 살인,미상,0
수서 폭력,남자6세이하,1
수서 폭력,남자12세이하,1
수서 폭력,남자15세이하,21
수서 폭력,남자18세이하,27
수서 폭력,남자19세,7
수서 폭력,남자20세,3
수서 폭력,남자30세이하,106
수서 폭력,남자40세이하,173
수서 폭력,남자50세이하,173
수서 폭력,남자60세이하,129
수서 폭력,남자64세이하,47
수서 폭력,남자65세이상,88
수서 폭력,미상,13
수서 폭력,여자6세이하,1
수서 폭력,여자12세이하,2
수서 폭력,여자15세이하,12
수서 폭력,여자18세이하,9
수서 폭력,여자19세,1
수서 폭력,여자20세,4
수서 폭력,여자30세이하,83
수서 폭력,여자40세이하,84
수서 폭력,여자50세이하,94
수서 폭력,여자60세이하,57
수서 폭력,여자64세이하,19
수서 폭력,여자65세이상,51
수서 폭력,미상,4
