행정기관코드,통계년월,시도명,시군구명,읍면동명,계,남자,여자
2823756000,2025-10-31,인천광역시,부평구,부평6동,13,6,7
2823757000,2025-10-31,인천광역시,부평구,산곡1동,10,5,5
2823758000,2025-10-31,인천광역시,부평구,산곡2동,9,4,5
2823758100,2025-10-31,인천광역시,부평구,산곡3동,8,7,1
2823758200,2025-10-31,인천광역시,부평구,산곡4동,9,5,4
2823759100,2025-10-31,인천광역시,부평구,청천1동,31,15,16
2823759200,2025-10-31,인천광역시,부평구,청천2동,24,9,15
2823764100,2025-10-31,인천광역시,부평구,갈산1동,6,2,4
2823764200,2025-10-31,인천광역시,부평구,갈산2동,7,4,3
2823764600,2025-10-31,인천광역시,부평구,삼산1동,18,15,3
2823764800,2025-10-31,인천광역시,부평구,삼산2동,10,7,3
2823765000,2025-10-31,인천광역시,부평구,부개1동,7,4,3
2823766000,2025-10-31,인천광역시,부평구,부개2동,11,6,5
2823766100,2025-10-31,인천광역시,부평구,부개3동,9,5,4
2823767000,2025-10-31,인천광역시,부평구,일신동,4,3,1
2823768000,2025-10-31,인천광역시,부평구,십정1동,33,17,16
2823769000,2025-10-31,인천광역시,부평구,십정2동,2,2,0
2824560100,2025-10-31,인천광역시,계양구,효성1동,11,8,3
2824560200,2025-10-31,인천광역시,계양구,효성2동,10,7,3
2824561100,2025-10-31,인천광역시,계양구,계산1동,4,3,1
2824561200,2025-10-31,인천광역시,계양구,계산2동,3,1,2
2824561300,2025-10-31,인천광역시,계양구,계산3동,5,1,4
2824561400,2025-10-31,인천광역시,계양구,계산4동,3,2,1
2824562100,2025-10-31,인천광역시,계양구,작전1동,6,4,2
2824562200,2025-10-31,인천광역시,계양구,작전2동,13,8,5
2824564000,2025-10-31,인천광역시,계양구,작전서운동,19,6,13
2824571000,2025-10-31,인천광역시,계양구,계양1동,2,2,0
2824572000,2025-10-31,인천광역시,계양구,계양2동,10,7,3
2824573000,2025-10-31,인천광역시,계양구,계양3동,8,5,3
2826051500,2025-10-31,인천광역시,서구,검암경서동,34,17,17
2826053000,2025-10-31,인천광역시,서구,연희동,7,3,4
2826053600,2025-10-31,인천광역시,서구,청라1동,17,8,9
2826053700,2025-10-31,인천광역시,서구,청라2동,25,15,10
2826053900,2025-10-31,인천광역시,서구,청라3동,22,12,10
2826054200,2025-10-31,인천광역시,서구,가정1동,28,12,16
2826054300,2025-10-31,인천광역시,서구,가정2동,14,8,6
2826054400,2025-10-31,인천광역시,서구,가정3동,7,1,6
2826055000,2025-10-31,인천광역시,서구,석남1동,6,3,3
2826056000,2025-10-31,인천광역시,서구,석남2동,3,2,1
2826056100,2025-10-31,인천광역시,서구,석남3동,2,1,1
2826057500,2025-10-31,인천광역시,서구,신현원창동,14,8,6
2826058000,2025-10-31,인천광역시,서구,가좌1동,5,2,3
2826059000,2025-10-31,인천광역시,서구,가좌2동,10,6,4
2826060000,2025-10-31,인천광역시,서구,가좌3동,6,3,3
2826061000,2025-10-31,인천광역시,서구,가좌4동,9,6,3
2826068000,2025-10-31,인천광역시,서구,검단동,6,4,2
2826069000,2025-10-31,인천광역시,서구,불로대곡동,35,16,19
2826070000,2025-10-31,인천광역시,서구,원당동,14,5,9
2826071000,2025-10-31,인천광역시,서구,당하동,45,25,20
2826072000,2025-10-31,인천광역시,서구,오류왕길동,13,5,8
2826073000,2025-10-31,인천광역시,서구,마전동,6,4,2
2826075000,2025-10-31,인천광역시,서구,아라1동,42,25,17
2826076000,2025-10-31,인천광역시,서구,아라2동,55,30,25
2871025000,2025-10-31,인천광역시,강화군,강화읍,12,7,5
2871031000,2025-10-31,인천광역시,강화군,선원면,2,1,1
2871032000,2025-10-31,인천광역시,강화군,불은면,0,0,0
2871033000,2025-10-31,인천광역시,강화군,길상면,0,0,0
2871034000,2025-10-31,인천광역시,강화군,화도면,2,1,1
2871035000,2025-10-31,인천광역시,강화군,양도면,1,0,1
2871036000,2025-10-31,인천광역시,강화군,내가면,1,1,0
2871037000,2025-10-31,인천광역시,강화군,하점면,3,2,1
2871038000,2025-10-31,인천광역시,강화군,양사면,0,0,0
2871039000,2025-10-31,인천광역시,강화군,송해면,1,0,1
2871040000,2025-10-31,인천광역시,강화군,교동면,1,1,0
2871041000,2025-10-31,인천광역시,강화군,삼산면,1,0,1
2871042000,2025-10-31,인천광역시,강화군,서도면,0,0,0
2871042500,2025-10-31,인천광역시,강화군,서도면볼음출장소,0,0,0
2872031000,2025-10-31,인천광역시,옹진군,북도면,0,0,0
2872031500,2025-10-31,인천광역시,옹진군,북도면장봉출장소,0,0,0
2872033000,2025-10-31,인천광역시,옹진군,백령면,0,0,0
2872034000,2025-10-31,인천광역시,옹진군,대청면,0,0,0
2872034500,2025-10-31,인천광역시,옹진군,대청면소청출장소,0,0,0
2872035000,2025-10-31,인천광역시,옹진군,덕적면,0,0,0
2872036000,2025-10-31,인천광역시,옹진군,영흥면,1,0,1
2872037000,2025-10-31,인천광역시,옹진군,자월면,0,0,0
2872037500,2025-10-31,인천광역시,옹진군,자월면이작출장소,0,0,0
2872038000,2025-10-31,인천광역시,옹진군,연평면,1,1,0
2911052500,2025-10-31,광주광역시,동구,충장동,2,1,1
2911054500,2025-10-31,광주광역시,동구,동명동,0,0,0
2911056000,2025-10-31,광주광역시,동구,계림1동,7,5,2
2911057000,2025-10-31,광주광역시,동구,계림2동,13,7,6
2911059000,2025-10-31,광주광역시,동구,산수1동,3,2,1
2911060000,2025-10-31,광주광역시,동구,산수2동,3,2,1
2911062000,2025-10-31,광주광역시,동구,지산1동,0,0,0
2911063000,2025-10-31,광주광역시,동구,지산2동,0,0,0
2911065500,2025-10-31,광주광역시,동구,서남동,0,0,0
2911068500,2025-10-31,광주광역시,동구,학동,6,4,2
2911071000,2025-10-31,광주광역시,동구,학운동,0,0,0
2911073000,2025-10-31,광주광역시,동구,지원1동,4,4,0
2911074000,2025-10-31,광주광역시,동구,지원2동,13,9,4
2914057500,2025-10-31,광주광역시,서구,양동,0,0,0
2914059000,2025-10-31,광주광역시,서구,양3동,4,2,2
2914065000,2025-10-31,광주광역시,서구,농성1동,9,1,8
2914066000,2025-10-31,광주광역시,서구,농성2동,1,1,0
2914073000,2025-10-31,광주광역시,서구,광천동,2,1,1
2914074000,2025-10-31,광주광역시,서구,유덕동,6,4,2
2914074500,2025-10-31,광주광역시,서구,치평동,12,4,8
2914075100,2025-10-31,광주광역시,서구,상무1동,8,5,3
2914075200,2025-10-31,광주광역시,서구,상무2동,5,1,4
2914076000,2025-10-31,광주광역시,서구,화정1동,5,3,2
2914077000,2025-10-31,광주광역시,서구,화정2동,6,3,3
2914078000,2025-10-31,광주광역시,서구,화정3동,2,0,2
2914079000,2025-10-31,광주광역시,서구,화정4동,8,3,5
2914080000,2025-10-31,광주광역시,서구,서창동,1,1,0
2914082100,2025-10-31,광주광역시,서구,금호1동,4,4,0
2914082400,2025-10-31,광주광역시,서구,금호2동,6,3,3
2914083000,2025-10-31,광주광역시,서구,풍암동,11,4,7
2914084000,2025-10-31,광주광역시,서구,동천동,2,0,2
2915551000,2025-10-31,광주광역시,남구,양림동,3,0,3
2915552000,2025-10-31,광주광역시,남구,방림1동,2,0,2
2915553000,2025-10-31,광주광역시,남구,방림2동,1,1,0
2915553700,2025-10-31,광주광역시,남구,봉선1동,3,2,1
2915553800,2025-10-31,광주광역시,남구,봉선2동,6,3,3
2915554500,2025-10-31,광주광역시,남구,사직동,3,1,2
2915560500,2025-10-31,광주광역시,남구,월산동,4,1,3
2915563000,2025-10-31,광주광역시,남구,월산4동,1,0,1
2915564000,2025-10-31,광주광역시,남구,월산5동,1,0,1
2915567000,2025-10-31,광주광역시,남구,백운1동,1,1,0
2915568000,2025-10-31,광주광역시,남구,백운2동,7,4,3
2915569000,2025-10-31,광주광역시,남구,주월1동,6,4,2
2915570000,2025-10-31,광주광역시,남구,주월2동,1,0,1
2915570500,2025-10-31,광주광역시,남구,진월동,3,2,1
2915571000,2025-10-31,광주광역시,남구,효덕동,5,3,2
2915572000,2025-10-31,광주광역시,남구,송암동,16,8,8
2915573000,2025-10-31,광주광역시,남구,대촌동,4,3,1
2917051000,2025-10-31,광주광역시,북구,중흥1동,1,1,0
2917053500,2025-10-31,광주광역시,북구,중흥동,5,4,1
2917055500,2025-10-31,광주광역시,북구,중앙동,1,1,0
2917057000,2025-10-31,광주광역시,북구,임동,17,9,8
2917058000,2025-10-31,광주광역시,북구,신안동,8,3,5
2917059000,2025-10-31,광주광역시,북구,용봉동,7,4,3
2917060100,2025-10-31,광주광역시,북구,운암1동,6,4,2
2917060200,2025-10-31,광주광역시,북구,운암2동,0,0,0
2917060300,2025-10-31,광주광역시,북구,운암3동,8,4,4
2917061500,2025-10-31,광주광역시,북구,동림동,12,4,8
2917062000,2025-10-31,광주광역시,북구,우산동,6,3,3
2917063500,2025-10-31,광주광역시,북구,풍향동,3,2,1
2917065000,2025-10-31,광주광역시,북구,문화동,18,7,11
2917065600,2025-10-31,광주광역시,북구,문흥1동,2,0,2
2917065700,2025-10-31,광주광역시,북구,문흥2동,5,2,3
2917066100,2025-10-31,광주광역시,북구,두암1동,0,0,0
2917066200,2025-10-31,광주광역시,북구,두암2동,0,0,0
2917066300,2025-10-31,광주광역시,북구,두암3동,1,0,1
2917066600,2025-10-31,광주광역시,북구,삼각동,5,2,3
2917066900,2025-10-31,광주광역시,북구,일곡동,7,4,3
2917067300,2025-10-31,광주광역시,북구,매곡동,3,1,2
2917067600,2025-10-31,광주광역시,북구,오치1동,0,0,0
2917067700,2025-10-31,광주광역시,북구,오치2동,3,2,1
2917068500,2025-10-31,광주광역시,북구,석곡동,0,0,0
2917069500,2025-10-31,광주광역시,북구,건국동,21,15,6
2917069600,2025-10-31,광주광역시,북구,양산동,15,5,10
2917069700,2025-10-31,광주광역시,북구,신용동,19,11,8
2920051500,2025-10-31,광주광역시,광산구,송정1동,1,0,1
2920052500,2025-10-31,광주광역시,광산구,송정2동,3,1,2
2920054000,2025-10-31,광주광역시,광산구,도산동,5,3,2
2920055000,2025-10-31,광주광역시,광산구,신흥동,1,1,0
2920056500,2025-10-31,광주광역시,광산구,어룡동,29,15,14
2920058000,2025-10-31,광주광역시,광산구,우산동,27,15,12
2920060000,2025-10-31,광주광역시,광산구,월곡1동,3,0,3
2920061000,2025-10-31,광주광역시,광산구,월곡2동,7,5,2
2920062000,2025-10-31,광주광역시,광산구,비아동,0,0,0
2920062400,2025-10-31,광주광역시,광산구,첨단1동,16,5,11
2920062600,2025-10-31,광주광역시,광산구,첨단2동,21,10,11
2920063000,2025-10-31,광주광역시,광산구,신가동,2,1,1
2920063500,2025-10-31,광주광역시,광산구,운남동,13,6,7
2920063700,2025-10-31,광주광역시,광산구,수완동,22,12,10
2920064000,2025-10-31,광주광역시,광산구,하남동,18,8,10
2920065000,2025-10-31,광주광역시,광산구,임곡동,0,0,0
2920066000,2025-10-31,광주광역시,광산구,동곡동,0,0,0
2920067000,2025-10-31,광주광역시,광산구,평동,2,1,1
2920068000,2025-10-31,광주광역시,광산구,삼도동,0,0,0
2920069000,2025-10-31,광주광역시,광산구,본량동,0,0,0
2920070000,2025-10-31,광주광역시,광산구,신창동,17,8,9
3011051500,2025-10-31,대전광역시,동구,중앙동,0,0,0
3011053000,2025-10-31,대전광역시,동구,효동,16,6,10
3011054500,2025-10-31,대전광역시,동구,신인동,9,6,3
3011055100,2025-10-31,대전광역시,동구,판암1동,4,4,0
3011055200,2025-10-31,대전광역시,동구,판암2동,0,0,0
3011056000,2025-10-31,대전광역시,동구,용운동,8,6,2
3011058500,2025-10-31,대전광역시,동구,대동,8,4,4
3011059000,2025-10-31,대전광역시,동구,자양동,2,0,2
3011062000,2025-10-31,대전광역시,동구,가양1동,3,2,1
3011063000,2025-10-31,대전광역시,동구,가양2동,4,1,3
3011064000,2025-10-31,대전광역시,동구,용전동,10,5,5
3011066500,2025-10-31,대전광역시,동구,성남동,3,1,2
3011067000,2025-10-31,대전광역시,동구,홍도동,3,3,0
3011069500,2025-10-31,대전광역시,동구,삼성동,2,0,2
3011072500,2025-10-31,대전광역시,동구,대청동,0,0,0
3011074000,2025-10-31,대전광역시,동구,산내동,6,0,6
3014053500,2025-10-31,대전광역시,중구,은행선화동,19,8,11
3014055000,2025-10-31,대전광역시,중구,목동,11,7,4
3014056000,2025-10-31,대전광역시,중구,중촌동,13,11,2
3014057500,2025-10-31,대전광역시,중구,대흥동,2,2,0
3014060500,2025-10-31,대전광역시,중구,문창동,0,0,0
3014062000,2025-10-31,대전광역시,중구,석교동,2,0,2
3014063000,2025-10-31,대전광역시,중구,대사동,2,0,2
3014064000,2025-10-31,대전광역시,중구,부사동,0,0,0
3014065500,2025-10-31,대전광역시,중구,용두동,7,3,4
3014067000,2025-10-31,대전광역시,중구,오류동,5,2,3
3014068000,2025-10-31,대전광역시,중구,태평1동,1,0,1
3014069000,2025-10-31,대전광역시,중구,태평2동,4,0,4
3014070000,2025-10-31,대전광역시,중구,유천1동,0,0,0
3014071000,2025-10-31,대전광역시,중구,유천2동,2,0,2
3014072000,2025-10-31,대전광역시,중구,문화1동,9,3,6
3014073000,2025-10-31,대전광역시,중구,문화2동,3,2,1
3014074000,2025-10-31,대전광역시,중구,산성동,6,2,4
3017051000,2025-10-31,대전광역시,서구,복수동,8,5,3
3017052000,2025-10-31,대전광역시,서구,도마1동,9,5,4
3017053000,2025-10-31,대전광역시,서구,도마2동,10,6,4
3017053500,2025-10-31,대전광역시,서구,정림동,4,2,2
3017054000,2025-10-31,대전광역시,서구,변동,6,2,4
3017055000,2025-10-31,대전광역시,서구,용문동,12,9,3
3017055500,2025-10-31,대전광역시,서구,탄방동,13,4,9
3017056000,2025-10-31,대전광역시,서구,괴정동,9,6,3
3017057000,2025-10-31,대전광역시,서구,가장동,1,1,0
3017057500,2025-10-31,대전광역시,서구,내동,6,2,4
3017058100,2025-10-31,대전광역시,서구,갈마1동,4,2,2
3017058200,2025-10-31,대전광역시,서구,갈마2동,13,6,7
3017058600,2025-10-31,대전광역시,서구,월평1동,3,2,1
3017058700,2025-10-31,대전광역시,서구,월평2동,7,4,3
3017058800,2025-10-31,대전광역시,서구,월평3동,6,1,5
3017059000,2025-10-31,대전광역시,서구,가수원동,2,1,1
3017059300,2025-10-31,대전광역시,서구,도안동,40,25,15
3017059600,2025-10-31,대전광역시,서구,관저1동,4,2,2
3017059700,2025-10-31,대전광역시,서구,관저2동,33,19,14
3017060000,2025-10-31,대전광역시,서구,기성동,0,0,0
3017063000,2025-10-31,대전광역시,서구,둔산1동,8,2,6
3017064000,2025-10-31,대전광역시,서구,둔산2동,25,10,15
3017065000,2025-10-31,대전광역시,서구,만년동,6,3,3
3017066000,2025-10-31,대전광역시,서구,둔산3동,4,2,2
3020052000,2025-10-31,대전광역시,유성구,진잠동,23,9,14
3020052600,2025-10-31,대전광역시,유성구,학하동,15,10,5
3020052700,2025-10-31,대전광역시,유성구,상대동,17,5,12
3020053000,2025-10-31,대전광역시,유성구,온천1동,10,8,2
3020054000,2025-10-31,대전광역시,유성구,온천2동,18,7,11
3020054600,2025-10-31,대전광역시,유성구,노은1동,17,9,8
3020054700,2025-10-31,대전광역시,유성구,노은2동,11,4,7
3020054800,2025-10-31,대전광역시,유성구,노은3동,18,13,5
3020055000,2025-10-31,대전광역시,유성구,신성동,9,5,4
3020057000,2025-10-31,대전광역시,유성구,전민동,11,8,3
3020058000,2025-10-31,대전광역시,유성구,구즉동,29,15,14
3020060000,2025-10-31,대전광역시,유성구,관평동,26,16,10
3020061000,2025-10-31,대전광역시,유성구,원신흥동,29,14,15
3023051000,2025-10-31,대전광역시,대덕구,오정동,1,0,1
3023052000,2025-10-31,대전광역시,대덕구,대화동,0,0,0
3023052500,2025-10-31,대전광역시,대덕구,회덕동,7,4,3
3023053300,2025-10-31,대전광역시,대덕구,비래동,3,1,2
3023054300,2025-10-31,대전광역시,대덕구,송촌동,12,9,3
3023054600,2025-10-31,대전광역시,대덕구,중리동,2,1,1
3023055000,2025-10-31,대전광역시,대덕구,신탄진동,11,7,4
3023056000,2025-10-31,대전광역시,대덕구,석봉동,9,6,3
3023057000,2025-10-31,대전광역시,대덕구,덕암동,5,2,3
3023058000,2025-10-31,대전광역시,대덕구,목상동,1,0,1
3023060000,2025-10-31,대전광역시,대덕구,법1동,10,6,4
3023061000,2025-10-31,대전광역시,대덕구,법2동,1,1,0
3111051000,2025-10-31,울산광역시,중구,학성동,3,1,2
3111052000,2025-10-31,울산광역시,중구,반구1동,7,3,4
3111053000,2025-10-31,울산광역시,중구,반구2동,0,0,0
3111055500,2025-10-31,울산광역시,중구,복산동,18,8,10
3111058500,2025-10-31,울산광역시,중구,중앙동,4,3,1
3111059000,2025-10-31,울산광역시,중구,우정동,8,3,5
3111060000,2025-10-31,울산광역시,중구,태화동,15,8,7
3111061000,2025-10-31,울산광역시,중구,다운동,2,1,1
3111062000,2025-10-31,울산광역시,중구,병영1동,4,2,2
3111063000,2025-10-31,울산광역시,중구,병영2동,5,3,2
3111064000,2025-10-31,울산광역시,중구,약사동,8,4,4
3111065000,2025-10-31,울산광역시,중구,성안동,3,1,2
3114051000,2025-10-31,울산광역시,남구,신정1동,4,3,1
3114052000,2025-10-31,울산광역시,남구,신정2동,8,4,4
3114053000,2025-10-31,울산광역시,남구,신정3동,6,5,1
3114054000,2025-10-31,울산광역시,남구,신정4동,8,4,4
3114055000,2025-10-31,울산광역시,남구,신정5동,5,3,2
3114056000,2025-10-31,울산광역시,남구,달동,8,6,2
3114057000,2025-10-31,울산광역시,남구,삼산동,13,6,7
3114058500,2025-10-31,울산광역시,남구,삼호동,14,9,5
3114059500,2025-10-31,울산광역시,남구,무거동,11,5,6
3114060000,2025-10-31,울산광역시,남구,옥동,7,2,5
3114062500,2025-10-31,울산광역시,남구,대현동,32,14,18
3114063500,2025-10-31,울산광역시,남구,수암동,12,7,5
3114064000,2025-10-31,울산광역시,남구,선암동,9,5,4
3114067000,2025-10-31,울산광역시,남구,야음장생포동,6,3,3
3117051000,2025-10-31,울산광역시,동구,방어동,13,7,6
3117052000,2025-10-31,울산광역시,동구,일산동,1,1,0
3117053000,2025-10-31,울산광역시,동구,화정동,4,2,2
3117054000,2025-10-31,울산광역시,동구,대송동,2,1,1
3117055000,2025-10-31,울산광역시,동구,전하1동,10,7,3
3117056000,2025-10-31,울산광역시,동구,전하2동,5,1,4
3117058000,2025-10-31,울산광역시,동구,남목1동,1,1,0
3117059000,2025-10-31,울산광역시,동구,남목2동,16,6,10
3117060000,2025-10-31,울산광역시,동구,남목3동,6,5,1
3120051000,2025-10-31,울산광역시,북구,농소1동,12,5,7
3120052000,2025-10-31,울산광역시,북구,농소2동,26,11,15
3120053000,2025-10-31,울산광역시,북구,농소3동,8,2,6
3120054000,2025-10-31,울산광역시,북구,강동동,8,2,6
3120056000,2025-10-31,울산광역시,북구,효문동,16,7,9
3120057000,2025-10-31,울산광역시,북구,송정동,19,4,15
3120058000,2025-10-31,울산광역시,북구,양정동,11,7,4
3120059000,2025-10-31,울산광역시,북구,염포동,6,4,2
3171025000,2025-10-31,울산광역시,울주군,온산읍,9,3,6
3171025300,2025-10-31,울산광역시,울주군,언양읍,26,13,13
3171025600,2025-10-31,울산광역시,울주군,온양읍,9,5,4
3171025900,2025-10-31,울산광역시,울주군,범서읍,32,16,16
3171026200,2025-10-31,울산광역시,울주군,청량읍,17,11,6
3171026500,2025-10-31,울산광역시,울주군,삼남읍,11,6,5
3171031000,2025-10-31,울산광역시,울주군,서생면,5,3,2
3171034000,2025-10-31,울산광역시,울주군,웅촌면,0,0,0
3171036000,2025-10-31,울산광역시,울주군,두동면,0,0,0
3171037000,2025-10-31,울산광역시,울주군,두서면,0,0,0
3171038000,2025-10-31,울산광역시,울주군,상북면,0,0,0
3171040000,2025-10-31,울산광역시,울주군,삼동면,0,0,0
3611025000,2025-10-31,세종특별자치시, ,조치원읍,20,5,15
3611031000,2025-10-31,세종특별자치시, ,연기면,1,1,0
3611032000,2025-10-31,세종특별자치시, ,연동면,0,0,0
3611033000,2025-10-31,세종특별자치시, ,부강면,1,1,0
3611034000,2025-10-31,세종특별자치시, ,금남면,1,1,0
3611035000,2025-10-31,세종특별자치시, ,장군면,0,0,0
3611036000,2025-10-31,세종특별자치시, ,연서면,1,0,1
3611037000,2025-10-31,세종특별자치시, ,전의면,1,0,1
3611038000,2025-10-31,세종특별자치시, ,전동면,0,0,0
3611039000,2025-10-31,세종특별자치시, ,소정면,0,0,0
3611051000,2025-10-31,세종특별자치시, ,한솔동,9,3,6
3611051500,2025-10-31,세종특별자치시,,새롬동,17,12,5
3611051800,2025-10-31,세종특별자치시, ,나성동,9,5,4
3611052000,2025-10-31,세종특별자치시, ,도담동,13,6,7
3611052300,2025-10-31,세종특별자치시, ,어진동,6,2,4
3611052500,2025-10-31,세종특별자치시, ,해밀동,39,20,19
3611053000,2025-10-31,세종특별자치시, ,아름동,16,10,6
3611054000,2025-10-31,세종특별자치시, ,종촌동,24,14,10
3611055000,2025-10-31,세종특별자치시, ,고운동,23,14,9
3611055500,2025-10-31,세종특별자치시,,소담동,19,11,8
3611055600,2025-10-31,세종특별자치시,,반곡동,38,23,15
3611056000,2025-10-31,세종특별자치시, ,보람동,14,6,8
3611057000,2025-10-31,세종특별자치시,,대평동,10,3,7
3611058000,2025-10-31,세종특별자치시,,다정동,31,17,14
4111156000,2025-10-31,경기도,수원시 장안구,파장동,14,8,6
4111156600,2025-10-31,경기도,수원시 장안구,율천동,15,11,4
4111157100,2025-10-31,경기도,수원시 장안구,정자1동,16,9,7
4111157200,2025-10-31,경기도,수원시 장안구,정자2동,16,9,7
4111157300,2025-10-31,경기도,수원시 장안구,정자3동,14,8,6
4111158000,2025-10-31,경기도,수원시 장안구,영화동,3,2,1
4111159100,2025-10-31,경기도,수원시 장안구,송죽동,6,1,5
4111159700,2025-10-31,경기도,수원시 장안구,조원1동,7,3,4
4111159800,2025-10-31,경기도,수원시 장안구,조원2동,10,5,5
4111160000,2025-10-31,경기도,수원시 장안구,연무동,2,1,1
4111352000,2025-10-31,경기도,수원시 권선구,세류1동,3,1,2
4111353000,2025-10-31,경기도,수원시 권선구,세류2동,8,3,5
4111354000,2025-10-31,경기도,수원시 권선구,세류3동,4,1,3
4111355000,2025-10-31,경기도,수원시 권선구,평동,29,17,12
4111356000,2025-10-31,경기도,수원시 권선구,서둔동,14,5,9
4111365000,2025-10-31,경기도,수원시 권선구,구운동,9,6,3
4111366200,2025-10-31,경기도,수원시 권선구,금곡동,20,10,10
4111366400,2025-10-31,경기도,수원시 권선구,호매실동,41,21,20
4111367000,2025-10-31,경기도,수원시 권선구,권선1동,11,2,9
4111368000,2025-10-31,경기도,수원시 권선구,권선2동,24,11,13
4111369000,2025-10-31,경기도,수원시 권선구,곡선동,19,10,9
4111370000,2025-10-31,경기도,수원시 권선구,입북동,30,19,11
4111565000,2025-10-31,경기도,수원시 팔달구,매교동,31,18,13
4111566000,2025-10-31,경기도,수원시 팔달구,매산동,6,2,4
4111567000,2025-10-31,경기도,수원시 팔달구,고등동,20,10,10
4111568000,2025-10-31,경기도,수원시 팔달구,화서1동,6,4,2
4111569000,2025-10-31,경기도,수원시 팔달구,화서2동,7,3,4
4111570000,2025-10-31,경기도,수원시 팔달구,지동,1,1,0
4111571000,2025-10-31,경기도,수원시 팔달구,우만1동,5,4,1
4111572000,2025-10-31,경기도,수원시 팔달구,우만2동,10,7,3
4111573000,2025-10-31,경기도,수원시 팔달구,인계동,22,8,14
4111574000,2025-10-31,경기도,수원시 팔달구,행궁동,0,0,0
4111751000,2025-10-31,경기도,수원시 영통구,매탄1동,5,4,1
4111752000,2025-10-31,경기도,수원시 영통구,매탄2동,2,1,1
4111753000,2025-10-31,경기도,수원시 영통구,매탄3동,8,3,5
4111754000,2025-10-31,경기도,수원시 영통구,매탄4동,6,4,2
4111755000,2025-10-31,경기도,수원시 영통구,원천동,26,11,15
4111757000,2025-10-31,경기도,수원시 영통구,영통1동,30,12,18
4111758000,2025-10-31,경기도,수원시 영통구,영통2동,33,15,18
4111758500,2025-10-31,경기도,수원시 영통구,영통3동,18,9,9
4111759300,2025-10-31,경기도,수원시 영통구,망포1동,15,11,4
4111759600,2025-10-31,경기도,수원시 영통구,망포2동,33,18,15
4111760000,2025-10-31,경기도,수원시 영통구,광교1동,28,7,21
4111761000,2025-10-31,경기도,수원시 영통구,광교2동,23,10,13
4113151000,2025-10-31,경기도,성남시 수정구,신흥1동,4,3,1
4113152000,2025-10-31,경기도,성남시 수정구,신흥2동,36,20,16
4113153000,2025-10-31,경기도,성남시 수정구,신흥3동,4,2,2
4113154000,2025-10-31,경기도,성남시 수정구,태평1동,0,0,0
4113155000,2025-10-31,경기도,성남시 수정구,태평2동,6,3,3
4113156000,2025-10-31,경기도,성남시 수정구,태평3동,5,3,2
4113156100,2025-10-31,경기도,성남시 수정구,태평4동,2,1,1
4113157000,2025-10-31,경기도,성남시 수정구,수진1동,1,1,0
4113158000,2025-10-31,경기도,성남시 수정구,수진2동,5,2,3
4113159000,2025-10-31,경기도,성남시 수정구,단대동,4,2,2
4113160000,2025-10-31,경기도,성남시 수정구,산성동,2,2,0
4113161000,2025-10-31,경기도,성남시 수정구,양지동,1,1,0
4113162000,2025-10-31,경기도,성남시 수정구,복정동,6,2,4
4113162500,2025-10-31,경기도,성남시 수정구,위례동,41,17,24
4113163000,2025-10-31,경기도,성남시 수정구,신촌동,5,1,4
4113164000,2025-10-31,경기도,성남시 수정구,고등동,7,4,3
4113165000,2025-10-31,경기도,성남시 수정구,시흥동,1,0,1
4113351000,2025-10-31,경기도,성남시 중원구,성남동,14,10,4
4113352500,2025-10-31,경기도,성남시 중원구,중앙동,21,13,8
4113353000,2025-10-31,경기도,성남시 중원구,금광1동,29,20,9
4113354000,2025-10-31,경기도,성남시 중원구,금광2동,5,3,2
4113355000,2025-10-31,경기도,성남시 중원구,은행1동,7,1,6
4113356000,2025-10-31,경기도,성남시 중원구,은행2동,6,1,5
4113357000,2025-10-31,경기도,성남시 중원구,상대원1동,7,5,2
4113358000,2025-10-31,경기도,성남시 중원구,상대원2동,0,0,0
4113359000,2025-10-31,경기도,성남시 중원구,상대원3동,3,2,1
4113366000,2025-10-31,경기도,성남시 중원구,하대원동,10,6,4
4113367000,2025-10-31,경기도,성남시 중원구,도촌동,16,8,8
4113551000,2025-10-31,경기도,성남시 분당구,분당동,11,9,2
4113552000,2025-10-31,경기도,성남시 분당구,수내1동,6,3,3
4113553000,2025-10-31,경기도,성남시 분당구,수내2동,0,0,0
4113554000,2025-10-31,경기도,성남시 분당구,수내3동,1,1,0
4113554500,2025-10-31,경기도,성남시 분당구,정자동,7,3,4
4113555000,2025-10-31,경기도,성남시 분당구,정자1동,6,4,2
4113556000,2025-10-31,경기도,성남시 분당구,정자2동,8,5,3
4113557000,2025-10-31,경기도,성남시 분당구,정자3동,10,8,2
4113558000,2025-10-31,경기도,성남시 분당구,서현1동,13,5,8
4113559000,2025-10-31,경기도,성남시 분당구,서현2동,7,5,2
4113560000,2025-10-31,경기도,성남시 분당구,이매1동,10,3,7
4113561000,2025-10-31,경기도,성남시 분당구,이매2동,2,0,2
4113562000,2025-10-31,경기도,성남시 분당구,야탑1동,10,8,2
4113563000,2025-10-31,경기도,성남시 분당구,야탑2동,4,1,3
4113564000,2025-10-31,경기도,성남시 분당구,야탑3동,21,8,13
4113565000,2025-10-31,경기도,성남시 분당구,판교동,10,6,4
4113565500,2025-10-31,경기도,성남시 분당구,삼평동,13,5,8
4113565700,2025-10-31,경기도,성남시 분당구,백현동,18,8,10
4113566200,2025-10-31,경기도,성남시 분당구,금곡동,19,12,7
