행정기관코드,통계년월,시도명,시군구명,읍면동명,계,남자,여자
4159056000,2025-10-31,경기도,화성시,기배동,8,4,4
4159057000,2025-10-31,경기도,화성시,화산동,19,8,11
4159058500,2025-10-31,경기도,화성시,동탄1동,41,17,24
4159058600,2025-10-31,경기도,화성시,동탄2동,8,5,3
4159058700,2025-10-31,경기도,화성시,동탄3동,27,15,12
4159058800,2025-10-31,경기도,화성시,동탄4동,36,18,18
4159059000,2025-10-31,경기도,화성시,동탄5동,63,36,27
4159060000,2025-10-31,경기도,화성시,동탄6동,50,23,27
4159061000,2025-10-31,경기도,화성시,동탄7동,37,19,18
4159062000,2025-10-31,경기도,화성시,동탄8동,50,29,21
4159063000,2025-10-31,경기도,화성시,동탄9동,57,33,24
4161025300,2025-10-31,경기도,광주시,초월읍,32,18,14
4161025900,2025-10-31,경기도,광주시,곤지암읍,4,1,3
4161033000,2025-10-31,경기도,광주시,도척면,1,0,1
4161034000,2025-10-31,경기도,광주시,퇴촌면,1,1,0
4161035000,2025-10-31,경기도,광주시,남종면,0,0,0
4161037000,2025-10-31,경기도,광주시,남한산성면,0,0,0
4161051000,2025-10-31,경기도,광주시,경안동,23,13,10
4161052000,2025-10-31,경기도,광주시,송정동,12,7,5
4161054000,2025-10-31,경기도,광주시,쌍령동,10,3,7
4161055000,2025-10-31,경기도,광주시,탄벌동,20,8,12
4161056000,2025-10-31,경기도,광주시,광남1동,11,4,7
4161057000,2025-10-31,경기도,광주시,광남2동,31,19,12
4161058000,2025-10-31,경기도,광주시,오포1동,30,12,18
4161059000,2025-10-31,경기도,광주시,오포2동,11,6,5
4161060000,2025-10-31,경기도,광주시,신현동,15,9,6
4161061000,2025-10-31,경기도,광주시,능평동,6,4,2
4163025000,2025-10-31,경기도,양주시,백석읍,7,3,4
4163031000,2025-10-31,경기도,양주시,은현면,2,1,1
4163032000,2025-10-31,경기도,양주시,남면,3,3,0
4163033000,2025-10-31,경기도,양주시,광적면,1,0,1
4163034000,2025-10-31,경기도,양주시,장흥면,6,4,2
4163051000,2025-10-31,경기도,양주시,양주1동,0,0,0
4163052000,2025-10-31,경기도,양주시,양주2동,13,8,5
4163053000,2025-10-31,경기도,양주시,회천1동,6,2,4
4163054000,2025-10-31,경기도,양주시,회천2동,31,17,14
4163055000,2025-10-31,경기도,양주시,회천3동,7,1,6
4163057000,2025-10-31,경기도,양주시,옥정1동,45,29,16
4163058000,2025-10-31,경기도,양주시,옥정2동,59,34,25
4165025000,2025-10-31,경기도,포천시,소흘읍,18,7,11
4165031000,2025-10-31,경기도,포천시,군내면,5,2,3
4165032000,2025-10-31,경기도,포천시,내촌면,1,0,1
4165033000,2025-10-31,경기도,포천시,가산면,1,1,0
4165034000,2025-10-31,경기도,포천시,신북면,2,0,2
4165035000,2025-10-31,경기도,포천시,창수면,0,0,0
4165036000,2025-10-31,경기도,포천시,영중면,1,1,0
4165037000,2025-10-31,경기도,포천시,일동면,3,1,2
4165038000,2025-10-31,경기도,포천시,이동면,4,3,1
4165039000,2025-10-31,경기도,포천시,영북면,3,3,0
4165040000,2025-10-31,경기도,포천시,관인면,0,0,0
4165041000,2025-10-31,경기도,포천시,화현면,0,0,0
4165051000,2025-10-31,경기도,포천시,포천동,6,2,4
4165052000,2025-10-31,경기도,포천시,선단동,4,1,3
4167025000,2025-10-31,경기도,여주시,가남읍,1,1,0
4167031000,2025-10-31,경기도,여주시,점동면,0,0,0
4167032000,2025-10-31,경기도,여주시,흥천면,0,0,0
4167033000,2025-10-31,경기도,여주시,금사면,0,0,0
4167034500,2025-10-31,경기도,여주시,세종대왕면,0,0,0
4167035000,2025-10-31,경기도,여주시,대신면,0,0,0
4167036000,2025-10-31,경기도,여주시,북내면,1,0,1
4167037000,2025-10-31,경기도,여주시,강천면,0,0,0
4167038000,2025-10-31,경기도,여주시,산북면,0,0,0
4167051000,2025-10-31,경기도,여주시,여흥동,5,3,2
4167052000,2025-10-31,경기도,여주시,중앙동,19,8,11
4167053000,2025-10-31,경기도,여주시,오학동,6,4,2
4180025000,2025-10-31,경기도,연천군,연천읍,7,4,3
4180025300,2025-10-31,경기도,연천군,전곡읍,11,4,7
4180031000,2025-10-31,경기도,연천군,군남면,0,0,0
4180032000,2025-10-31,경기도,연천군,청산면,0,0,0
4180033000,2025-10-31,경기도,연천군,백학면,0,0,0
4180034000,2025-10-31,경기도,연천군,미산면,0,0,0
4180035000,2025-10-31,경기도,연천군,왕징면,0,0,0
4180036000,2025-10-31,경기도,연천군,신서면,0,0,0
4180037000,2025-10-31,경기도,연천군,중면,0,0,0
4180038000,2025-10-31,경기도,연천군,장남면,0,0,0
4182025000,2025-10-31,경기도,가평군,가평읍,17,7,10
4182031000,2025-10-31,경기도,가평군,설악면,1,0,1
4182032500,2025-10-31,경기도,가평군,청평면,1,1,0
4182033000,2025-10-31,경기도,가평군,상면,0,0,0
4182034500,2025-10-31,경기도,가평군,조종면,8,2,6
4182035000,2025-10-31,경기도,가평군,북면,0,0,0
4183025000,2025-10-31,경기도,양평군,양평읍,16,9,7
4183031000,2025-10-31,경기도,양평군,강상면,5,2,3
4183032000,2025-10-31,경기도,양평군,강하면,0,0,0
4183033000,2025-10-31,경기도,양평군,양서면,7,4,3
4183034000,2025-10-31,경기도,양평군,옥천면,3,2,1
4183035000,2025-10-31,경기도,양평군,서종면,1,0,1
4183036000,2025-10-31,경기도,양평군,단월면,1,0,1
4183037000,2025-10-31,경기도,양평군,청운면,1,1,0
4183038000,2025-10-31,경기도,양평군,양동면,0,0,0
4183039500,2025-10-31,경기도,양평군,지평면,0,0,0
4183040000,2025-10-31,경기도,양평군,용문면,14,8,6
4183041000,2025-10-31,경기도,양평군,개군면,0,0,0
4311131000,2025-10-31,충청북도,청주시 상당구,낭성면,0,0,0
4311132000,2025-10-31,충청북도,청주시 상당구,미원면,0,0,0
4311133000,2025-10-31,충청북도,청주시 상당구,가덕면,1,1,0
4311134000,2025-10-31,충청북도,청주시 상당구,남일면,1,1,0
4311135000,2025-10-31,충청북도,청주시 상당구,문의면,0,0,0
4311152500,2025-10-31,충청북도,청주시 상당구,중앙동,6,2,4
4311154500,2025-10-31,충청북도,청주시 상당구,성안동,2,1,1
4311162000,2025-10-31,충청북도,청주시 상당구,탑대성동,8,5,3
4311167000,2025-10-31,충청북도,청주시 상당구,영운동,0,0,0
4311168000,2025-10-31,충청북도,청주시 상당구,금천동,11,5,6
4311169000,2025-10-31,충청북도,청주시 상당구,용담명암산성동,8,6,2
4311172000,2025-10-31,충청북도,청주시 상당구,용암1동,43,19,24
4311173000,2025-10-31,충청북도,청주시 상당구,용암2동,35,14,21
4311231000,2025-10-31,충청북도,청주시 서원구,남이면,4,2,2
4311232000,2025-10-31,충청북도,청주시 서원구,현도면,0,0,0
4311251000,2025-10-31,충청북도,청주시 서원구,사직1동,3,1,2
4311252000,2025-10-31,충청북도,청주시 서원구,사직2동,8,2,6
4311253000,2025-10-31,충청북도,청주시 서원구,사창동,1,1,0
4311254000,2025-10-31,충청북도,청주시 서원구,모충동,13,7,6
4311255000,2025-10-31,충청북도,청주시 서원구,산남동,2,1,1
4311256000,2025-10-31,충청북도,청주시 서원구,분평동,12,9,3
4311257000,2025-10-31,충청북도,청주시 서원구,수곡1동,2,1,1
4311258000,2025-10-31,충청북도,청주시 서원구,수곡2동,6,3,3
4311259000,2025-10-31,충청북도,청주시 서원구,성화개신죽림동,25,16,9
4311325000,2025-10-31,충청북도,청주시 흥덕구,오송읍,71,39,32
4311331000,2025-10-31,충청북도,청주시 흥덕구,강내면,2,0,2
4311332000,2025-10-31,충청북도,청주시 흥덕구,옥산면,15,12,3
4311370000,2025-10-31,충청북도,청주시 흥덕구,운천신봉동,4,2,2
4311374100,2025-10-31,충청북도,청주시 흥덕구,복대1동,20,11,9
4311374200,2025-10-31,충청북도,청주시 흥덕구,복대2동,5,3,2
4311374700,2025-10-31,충청북도,청주시 흥덕구,가경동,29,9,20
4311375100,2025-10-31,충청북도,청주시 흥덕구,봉명1동,17,9,8
4311375600,2025-10-31,충청북도,청주시 흥덕구,봉명2송정동,15,6,9
4311376000,2025-10-31,충청북도,청주시 흥덕구,강서1동,10,6,4
4311377000,2025-10-31,충청북도,청주시 흥덕구,강서2동,22,14,8
4311425000,2025-10-31,충청북도,청주시 청원구,내수읍,8,4,4
4311425300,2025-10-31,충청북도,청주시 청원구,오창읍,50,27,23
4311431000,2025-10-31,충청북도,청주시 청원구,북이면,0,0,0
4311451000,2025-10-31,충청북도,청주시 청원구,우암동,7,7,0
4311452000,2025-10-31,충청북도,청주시 청원구,내덕1동,0,0,0
4311453000,2025-10-31,충청북도,청주시 청원구,내덕2동,4,3,1
4311454000,2025-10-31,충청북도,청주시 청원구,율량사천동,21,11,10
4311455000,2025-10-31,충청북도,청주시 청원구,오근장동,10,3,7
4313025000,2025-10-31,충청북도,충주시,주덕읍,10,4,6
4313031000,2025-10-31,충청북도,충주시,살미면,0,0,0
4313032500,2025-10-31,충청북도,충주시,수안보면,0,0,0
4313033500,2025-10-31,충청북도,충주시,대소원면,5,5,0
4313035000,2025-10-31,충청북도,충주시,신니면,0,0,0
4313036000,2025-10-31,충청북도,충주시,노은면,0,0,0
4313037000,2025-10-31,충청북도,충주시,앙성면,0,0,0
4313038500,2025-10-31,충청북도,충주시,중앙탑면,16,7,9
4313039000,2025-10-31,충청북도,충주시,금가면,3,0,3
4313040000,2025-10-31,충청북도,충주시,동량면,0,0,0
4313041000,2025-10-31,충청북도,충주시,산척면,1,0,1
4313042000,2025-10-31,충청북도,충주시,엄정면,0,0,0
4313043000,2025-10-31,충청북도,충주시,소태면,0,0,0
4313051500,2025-10-31,충청북도,충주시,성내.충인동,1,1,0
4313053500,2025-10-31,충청북도,충주시,교현.안림동,3,2,1
4313054000,2025-10-31,충청북도,충주시,교현2동,1,1,0
4313055000,2025-10-31,충청북도,충주시,용산동,3,1,2
4313056000,2025-10-31,충청북도,충주시,지현동,0,0,0
4313057100,2025-10-31,충청북도,충주시,문화동,1,0,1
4313058000,2025-10-31,충청북도,충주시,호암.직동,11,4,7
4313060500,2025-10-31,충청북도,충주시,달천동,0,0,0
4313061000,2025-10-31,충청북도,충주시,봉방동,8,5,3
4313062500,2025-10-31,충청북도,충주시,칠금.금릉동,8,4,4
4313063000,2025-10-31,충청북도,충주시,연수동,7,5,2
4313064000,2025-10-31,충청북도,충주시,목행.용탄동,2,1,1
4315025000,2025-10-31,충청북도,제천시,봉양읍,0,0,0
4315031000,2025-10-31,충청북도,제천시,금성면,0,0,0
4315032000,2025-10-31,충청북도,제천시,청풍면,0,0,0
4315033000,2025-10-31,충청북도,제천시,수산면,0,0,0
4315034000,2025-10-31,충청북도,제천시,덕산면,0,0,0
4315035000,2025-10-31,충청북도,제천시,한수면,0,0,0
4315036000,2025-10-31,충청북도,제천시,백운면,2,1,1
4315038000,2025-10-31,충청북도,제천시,송학면,0,0,0
4315051000,2025-10-31,충청북도,제천시,교동,12,6,6
4315051800,2025-10-31,충청북도,제천시,의림지동,3,1,2
4315052800,2025-10-31,충청북도,제천시,중앙동,2,2,0
4315053700,2025-10-31,충청북도,제천시,남현동,1,0,1
4315054700,2025-10-31,충청북도,제천시,영서동,4,3,1
4315056000,2025-10-31,충청북도,제천시,용두동,13,6,7
4315057700,2025-10-31,충청북도,제천시,신백동,4,2,2
4315059000,2025-10-31,충청북도,제천시,청전동,1,1,0
4315060500,2025-10-31,충청북도,제천시,화산동,4,2,2
4372025000,2025-10-31,충청북도,보은군,보은읍,2,0,2
4372031500,2025-10-31,충청북도,보은군,속리산면,0,0,0
4372032500,2025-10-31,충청북도,보은군,장안면,0,0,0
4372033000,2025-10-31,충청북도,보은군,마로면,1,0,1
4372034000,2025-10-31,충청북도,보은군,탄부면,0,0,0
4372035000,2025-10-31,충청북도,보은군,삼승면,0,0,0
4372036000,2025-10-31,충청북도,보은군,수한면,0,0,0
4372037000,2025-10-31,충청북도,보은군,회남면,0,0,0
4372038500,2025-10-31,충청북도,보은군,회인면,2,2,0
4372039000,2025-10-31,충청북도,보은군,내북면,0,0,0
4372040000,2025-10-31,충청북도,보은군,산외면,0,0,0
4373025000,2025-10-31,충청북도,옥천군,옥천읍,11,6,5
4373031000,2025-10-31,충청북도,옥천군,동이면,0,0,0
4373032000,2025-10-31,충청북도,옥천군,안남면,0,0,0
4373033000,2025-10-31,충청북도,옥천군,안내면,0,0,0
4373034000,2025-10-31,충청북도,옥천군,청성면,1,0,1
4373035000,2025-10-31,충청북도,옥천군,청산면,0,0,0
4373036000,2025-10-31,충청북도,옥천군,이원면,1,1,0
4373037000,2025-10-31,충청북도,옥천군,군서면,0,0,0
4373038000,2025-10-31,충청북도,옥천군,군북면,0,0,0
4374025000,2025-10-31,충청북도,영동군,영동읍,4,3,1
4374031000,2025-10-31,충청북도,영동군,용산면,1,0,1
4374032000,2025-10-31,충청북도,영동군,황간면,1,0,1
4374033500,2025-10-31,충청북도,영동군,추풍령면,0,0,0
4374034000,2025-10-31,충청북도,영동군,매곡면,0,0,0
4374035000,2025-10-31,충청북도,영동군,상촌면,1,0,1
4374036000,2025-10-31,충청북도,영동군,양강면,0,0,0
4374037000,2025-10-31,충청북도,영동군,용화면,0,0,0
4374038000,2025-10-31,충청북도,영동군,학산면,0,0,0
4374039000,2025-10-31,충청북도,영동군,양산면,0,0,0
4374040000,2025-10-31,충청북도,영동군,심천면,0,0,0
4374525000,2025-10-31,충청북도,증평군,증평읍,15,8,7
4374531000,2025-10-31,충청북도,증평군,도안면,0,0,0
4375025000,2025-10-31,충청북도,진천군,진천읍,4,1,3
4375025300,2025-10-31,충청북도,진천군,덕산읍,21,10,11
4375032000,2025-10-31,충청북도,진천군,초평면,0,0,0
4375033000,2025-10-31,충청북도,진천군,문백면,0,0,0
4375034000,2025-10-31,충청북도,진천군,백곡면,0,0,0
4375035000,2025-10-31,충청북도,진천군,이월면,2,1,1
4375037000,2025-10-31,충청북도,진천군,광혜원면,1,1,0
4376025000,2025-10-31,충청북도,괴산군,괴산읍,1,1,0
4376031000,2025-10-31,충청북도,괴산군,감물면,1,0,1
4376032000,2025-10-31,충청북도,괴산군,장연면,0,0,0
4376033000,2025-10-31,충청북도,괴산군,연풍면,1,1,0
4376034000,2025-10-31,충청북도,괴산군,칠성면,1,1,0
4376035000,2025-10-31,충청북도,괴산군,문광면,0,0,0
4376036000,2025-10-31,충청북도,괴산군,청천면,0,0,0
4376037000,2025-10-31,충청북도,괴산군,청안면,0,0,0
4376039000,2025-10-31,충청북도,괴산군,사리면,0,0,0
4376040000,2025-10-31,충청북도,괴산군,소수면,1,0,1
4376041000,2025-10-31,충청북도,괴산군,불정면,0,0,0
4377025000,2025-10-31,충청북도,음성군,음성읍,4,1,3
4377025300,2025-10-31,충청북도,음성군,금왕읍,0,0,0
4377031000,2025-10-31,충청북도,음성군,소이면,0,0,0
4377032000,2025-10-31,충청북도,음성군,원남면,1,0,1
4377033000,2025-10-31,충청북도,음성군,맹동면,8,6,2
4377034000,2025-10-31,충청북도,음성군,대소면,11,4,7
4377035000,2025-10-31,충청북도,음성군,삼성면,2,2,0
4377036000,2025-10-31,충청북도,음성군,생극면,0,0,0
4377037000,2025-10-31,충청북도,음성군,감곡면,3,2,1
4380025000,2025-10-31,충청북도,단양군,단양읍,3,3,0
4380025300,2025-10-31,충청북도,단양군,매포읍,0,0,0
4380031000,2025-10-31,충청북도,단양군,대강면,0,0,0
4380032000,2025-10-31,충청북도,단양군,가곡면,0,0,0
4380033000,2025-10-31,충청북도,단양군,영춘면,0,0,0
4380034000,2025-10-31,충청북도,단양군,어상천면,2,1,1
4380035000,2025-10-31,충청북도,단양군,적성면,1,1,0
4380036000,2025-10-31,충청북도,단양군,단성면,0,0,0
4413125000,2025-10-31,충청남도,천안시 동남구,목천읍,3,2,1
4413131000,2025-10-31,충청남도,천안시 동남구,풍세면,12,9,3
4413132000,2025-10-31,충청남도,천안시 동남구,광덕면,0,0,0
4413133000,2025-10-31,충청남도,천안시 동남구,북면,0,0,0
4413134000,2025-10-31,충청남도,천안시 동남구,성남면,1,0,1
4413135000,2025-10-31,충청남도,천안시 동남구,수신면,0,0,0
4413136000,2025-10-31,충청남도,천안시 동남구,병천면,0,0,0
4413137000,2025-10-31,충청남도,천안시 동남구,동면,0,0,0
4413151000,2025-10-31,충청남도,천안시 동남구,중앙동,0,0,0
4413152000,2025-10-31,충청남도,천안시 동남구,문성동,3,1,2
4413153000,2025-10-31,충청남도,천안시 동남구,원성1동,1,0,1
4413154000,2025-10-31,충청남도,천안시 동남구,원성2동,2,1,1
4413155000,2025-10-31,충청남도,천안시 동남구,봉명동,8,2,6
4413156000,2025-10-31,충청남도,천안시 동남구,일봉동,9,5,4
4413157000,2025-10-31,충청남도,천안시 동남구,신방동,17,10,7
4413158000,2025-10-31,충청남도,천안시 동남구,청룡동,32,14,18
4413159000,2025-10-31,충청남도,천안시 동남구,신안동,14,7,7
4413325000,2025-10-31,충청남도,천안시 서북구,성환읍,1,0,1
4413325300,2025-10-31,충청남도,천안시 서북구,성거읍,11,10,1
4413325600,2025-10-31,충청남도,천안시 서북구,직산읍,2,1,1
4413331000,2025-10-31,충청남도,천안시 서북구,입장면,0,0,0
4413351000,2025-10-31,충청남도,천안시 서북구,성정1동,8,2,6
4413352000,2025-10-31,충청남도,천안시 서북구,성정2동,8,5,3
4413353000,2025-10-31,충청남도,천안시 서북구,쌍용1동,4,3,1
4413354000,2025-10-31,충청남도,천안시 서북구,쌍용2동,7,3,4
4413355000,2025-10-31,충청남도,천안시 서북구,쌍용3동,6,1,5
4413356000,2025-10-31,충청남도,천안시 서북구,백석동,16,10,6
4413356600,2025-10-31,충청남도,천안시 서북구,불당1동,26,13,13
4413356700,2025-10-31,충청남도,천안시 서북구,불당2동,31,16,15
4413358000,2025-10-31,충청남도,천안시 서북구,부성1동,37,21,16
4413359000,2025-10-31,충청남도,천안시 서북구,부성2동,55,30,25
4415025000,2025-10-31,충청남도,공주시,유구읍,3,2,1
4415031000,2025-10-31,충청남도,공주시,이인면,0,0,0
4415032000,2025-10-31,충청남도,공주시,탄천면,0,0,0
4415033000,2025-10-31,충청남도,공주시,계룡면,1,0,1
4415034000,2025-10-31,충청남도,공주시,반포면,0,0,0
4415036000,2025-10-31,충청남도,공주시,의당면,0,0,0
4415037000,2025-10-31,충청남도,공주시,정안면,0,0,0
4415038000,2025-10-31,충청남도,공주시,우성면,2,1,1
4415039000,2025-10-31,충청남도,공주시,사곡면,0,0,0
4415040000,2025-10-31,충청남도,공주시,신풍면,0,0,0
4415051000,2025-10-31,충청남도,공주시,중학동,0,0,0
4415054000,2025-10-31,충청남도,공주시,웅진동,3,2,1
4415055000,2025-10-31,충청남도,공주시,금학동,0,0,0
4415056000,2025-10-31,충청남도,공주시,옥룡동,3,2,1
4415057000,2025-10-31,충청남도,공주시,신관동,11,5,6
4415059000,2025-10-31,충청남도,공주시,월송동,14,8,6
4418025000,2025-10-31,충청남도,보령시,웅천읍,0,0,0
4418031000,2025-10-31,충청남도,보령시,주포면,0,0,0
4418032000,2025-10-31,충청남도,보령시,오천면,0,0,0
4418032500,2025-10-31,충청남도,보령시,오천면어항출장소,0,0,0
4418032900,2025-10-31,충청남도,보령시,원산출장소,0,0,0
4418033000,2025-10-31,충청남도,보령시,천북면,0,0,0
4418034000,2025-10-31,충청남도,보령시,청소면,0,0,0
4418035000,2025-10-31,충청남도,보령시,청라면,0,0,0
4418036000,2025-10-31,충청남도,보령시,남포면,1,0,1
4418038000,2025-10-31,충청남도,보령시,주산면,0,0,0
4418039000,2025-10-31,충청남도,보령시,미산면,0,0,0
4418040000,2025-10-31,충청남도,보령시,성주면,0,0,0
4418041000,2025-10-31,충청남도,보령시,주교면,0,0,0
4418051500,2025-10-31,충청남도,보령시,대천1동,5,2,3
4418052500,2025-10-31,충청남도,보령시,대천2동,0,0,0
4418053500,2025-10-31,충청남도,보령시,대천3동,5,3,2
4418054500,2025-10-31,충청남도,보령시,대천4동,11,5,6
4418056500,2025-10-31,충청남도,보령시,대천5동,0,0,0
4420025000,2025-10-31,충청남도,아산시,염치읍,1,1,0
4420025300,2025-10-31,충청남도,아산시,배방읍,80,44,36
4420031000,2025-10-31,충청남도,아산시,송악면,1,0,1
4420033000,2025-10-31,충청남도,아산시,탕정면,41,21,20
4420035000,2025-10-31,충청남도,아산시,음봉면,20,10,10
4420036000,2025-10-31,충청남도,아산시,둔포면,29,15,14
4420037000,2025-10-31,충청남도,아산시,영인면,0,0,0
4420038000,2025-10-31,충청남도,아산시,인주면,0,0,0
4420039000,2025-10-31,충청남도,아산시,선장면,0,0,0
4420040000,2025-10-31,충청남도,아산시,도고면,0,0,0
4420041000,2025-10-31,충청남도,아산시,신창면,9,5,4
4420057000,2025-10-31,충청남도,아산시,온양1동,8,2,6
4420058000,2025-10-31,충청남도,아산시,온양2동,2,2,0
4420059000,2025-10-31,충청남도,아산시,온양3동,10,4,6
4420060000,2025-10-31,충청남도,아산시,온양4동,2,2,0
4420061000,2025-10-31,충청남도,아산시,온양5동,8,3,5
4420062000,2025-10-31,충청남도,아산시,온양6동,6,5,1
4421025000,2025-10-31,충청남도,서산시,대산읍,3,0,3
4421031000,2025-10-31,충청남도,서산시,인지면,0,0,0
4421032000,2025-10-31,충청남도,서산시,부석면,0,0,0
4421033000,2025-10-31,충청남도,서산시,팔봉면,0,0,0
4421034000,2025-10-31,충청남도,서산시,지곡면,3,0,3
4421036000,2025-10-31,충청남도,서산시,성연면,20,12,8
4421037000,2025-10-31,충청남도,서산시,음암면,3,2,1
4421038000,2025-10-31,충청남도,서산시,운산면,0,0,0
4421039000,2025-10-31,충청남도,서산시,해미면,0,0,0
4421040000,2025-10-31,충청남도,서산시,고북면,2,1,1
4421051000,2025-10-31,충청남도,서산시,부춘동,3,2,1
4421052500,2025-10-31,충청남도,서산시,동문1동,4,2,2
4421053500,2025-10-31,충청남도,서산시,동문2동,0,0,0
4421054000,2025-10-31,충청남도,서산시,수석동,7,4,3
4421055000,2025-10-31,충청남도,서산시,석남동,21,9,12
4423025000,2025-10-31,충청남도,논산시,강경읍,1,1,0
4423025300,2025-10-31,충청남도,논산시,연무읍,5,2,3
4423031000,2025-10-31,충청남도,논산시,성동면,0,0,0
4423032000,2025-10-31,충청남도,논산시,광석면,0,0,0
4423033000,2025-10-31,충청남도,논산시,노성면,0,0,0
4423034000,2025-10-31,충청남도,논산시,상월면,0,0,0
4423035000,2025-10-31,충청남도,논산시,부적면,0,0,0
4423036000,2025-10-31,충청남도,논산시,연산면,1,1,0
4423038000,2025-10-31,충청남도,논산시,벌곡면,0,0,0
4423039000,2025-10-31,충청남도,논산시,양촌면,6,2,4
4423040000,2025-10-31,충청남도,논산시,가야곡면,1,1,0
4423041000,2025-10-31,충청남도,논산시,은진면,0,0,0
4423042000,2025-10-31,충청남도,논산시,채운면,0,0,0
4423051000,2025-10-31,충청남도,논산시,취암동,14,3,11
4423052000,2025-10-31,충청남도,논산시,부창동,5,3,2
4425031000,2025-10-31,충청남도,계룡시,두마면,13,5,8
4425031500,2025-10-31,충청남도,계룡시,엄사면,2,2,0
4425033000,2025-10-31,충청남도,계룡시,신도안면,4,3,1
4425051000,2025-10-31,충청남도,계룡시,금암동,1,1,0
4427025000,2025-10-31,충청남도,당진시,합덕읍,0,0,0
4427025300,2025-10-31,충청남도,당진시,송악읍,5,1,4
4427031000,2025-10-31,충청남도,당진시,고대면,2,1,1
4427032000,2025-10-31,충청남도,당진시,석문면,2,2,0
4427033000,2025-10-31,충청남도,당진시,대호지면,0,0,0
4427034000,2025-10-31,충청남도,당진시,정미면,0,0,0
4427035000,2025-10-31,충청남도,당진시,면천면,0,0,0
4427036000,2025-10-31,충청남도,당진시,순성면,0,0,0
4427037000,2025-10-31,충청남도,당진시,우강면,0,0,0
4427038000,2025-10-31,충청남도,당진시,신평면,4,3,1
4427039000,2025-10-31,충청남도,당진시,송산면,2,2,0
4427051000,2025-10-31,충청남도,당진시,당진1동,39,15,24
4427052000,2025-10-31,충청남도,당진시,당진2동,13,10,3
4427053000,2025-10-31,충청남도,당진시,당진3동,5,1,4
4471025000,2025-10-31,충청남도,금산군,금산읍,12,4,8
4471031000,2025-10-31,충청남도,금산군,금성면,1,1,0
4471032000,2025-10-31,충청남도,금산군,제원면,0,0,0
4471033000,2025-10-31,충청남도,금산군,부리면,0,0,0
4471034000,2025-10-31,충청남도,금산군,군북면,0,0,0
4471035000,2025-10-31,충청남도,금산군,남일면,0,0,0
4471036000,2025-10-31,충청남도,금산군,남이면,0,0,0
4471037000,2025-10-31,충청남도,금산군,진산면,0,0,0
4471038000,2025-10-31,충청남도,금산군,복수면,1,0,1
4471039000,2025-10-31,충청남도,금산군,추부면,1,0,1
4476025000,2025-10-31,충청남도,부여군,부여읍,5,2,3
4476031000,2025-10-31,충청남도,부여군,규암면,5,4,1
4476032000,2025-10-31,충청남도,부여군,은산면,0,0,0
4476033000,2025-10-31,충청남도,부여군,외산면,0,0,0
4476034000,2025-10-31,충청남도,부여군,내산면,1,1,0
4476035000,2025-10-31,충청남도,부여군,구룡면,0,0,0
4476036000,2025-10-31,충청남도,부여군,홍산면,0,0,0
4476037000,2025-10-31,충청남도,부여군,옥산면,0,0,0
4476038000,2025-10-31,충청남도,부여군,남면,0,0,0
4476039000,2025-10-31,충청남도,부여군,충화면,1,1,0
4476040000,2025-10-31,충청남도,부여군,양화면,0,0,0
4476041000,2025-10-31,충청남도,부여군,임천면,0,0,0
4476042000,2025-10-31,충청남도,부여군,장암면,1,0,1
4476043000,2025-10-31,충청남도,부여군,세도면,1,0,1
4476044000,2025-10-31,충청남도,부여군,석성면,0,0,0
4476045000,2025-10-31,충청남도,부여군,초촌면,0,0,0
4477025000,2025-10-31,충청남도,서천군,장항읍,6,4,2
4477025300,2025-10-31,충청남도,서천군,서천읍,4,2,2
4477031000,2025-10-31,충청남도,서천군,마서면,0,0,0
4477032000,2025-10-31,충청남도,서천군,화양면,0,0,0
4477033000,2025-10-31,충청남도,서천군,기산면,0,0,0
4477034000,2025-10-31,충청남도,서천군,한산면,0,0,0
4477035000,2025-10-31,충청남도,서천군,마산면,0,0,0
4477036000,2025-10-31,충청남도,서천군,시초면,0,0,0
4477037000,2025-10-31,충청남도,서천군,문산면,0,0,0
4477038000,2025-10-31,충청남도,서천군,판교면,0,0,0
4477039000,2025-10-31,충청남도,서천군,종천면,0,0,0
4477040000,2025-10-31,충청남도,서천군,비인면,0,0,0
4477041000,2025-10-31,충청남도,서천군,서면,0,0,0
4479025000,2025-10-31,충청남도,청양군,청양읍,3,2,1
4479031000,2025-10-31,충청남도,청양군,운곡면,0,0,0
4479032000,2025-10-31,충청남도,청양군,대치면,1,1,0
4479033000,2025-10-31,충청남도,청양군,정산면,0,0,0
4479034000,2025-10-31,충청남도,청양군,목면,0,0,0
4479035000,2025-10-31,충청남도,청양군,청남면,0,0,0
4479036000,2025-10-31,충청남도,청양군,장평면,1,0,1
4479037000,2025-10-31,충청남도,청양군,남양면,0,0,0
4479038000,2025-10-31,충청남도,청양군,화성면,0,0,0
4479039000,2025-10-31,충청남도,청양군,비봉면,0,0,0
4480025000,2025-10-31,충청남도,홍성군,홍성읍,8,4,4
4480025300,2025-10-31,충청남도,홍성군,광천읍,0,0,0
4480025600,2025-10-31,충청남도,홍성군,홍북읍,37,19,18
4480032000,2025-10-31,충청남도,홍성군,금마면,0,0,0
4480033000,2025-10-31,충청남도,홍성군,홍동면,0,0,0
4480034000,2025-10-31,충청남도,홍성군,장곡면,0,0,0
4480035000,2025-10-31,충청남도,홍성군,은하면,0,0,0
4480036000,2025-10-31,충청남도,홍성군,결성면,0,0,0
